à 'a functional
ç' 's 
bocages bO-'kaZ 
bocal bO-'kal 
bocaux bO-'ko 
boche 'bOS 
boches 'bOS 
bock 'bOk 
bockel bO-'kEl 
bocks 'bOk 
bodin bO-'de~ 
bodybuildé bO-di-bHil-'de 
bodybuilde bO-di-'bHild 
bodybuildes bO-di-'bHild 
bodybuildés bO-di-bHil-'de 
boeing bO-'ing 
boeuf 'b9f 
boeufs 'b@ 
boggies bO-'gi 
bogie bO-'Zi 
bogies bO-'Zi 
bogota bO-gO-'ta 
bogue 'bOg 
bogues 'bOg 
boheme bO-'@m 
boheme bO-'@m 
bohemes bO-'@m 
bohemien bO-@-'mje~ 
bohemienne bO-@-'mjEn 
bohemiens bO-@-'mje~ 
bohème bO-'Em 
bohême bo-'Em 
bohèmes bO-'Em 
bohémien bO-e-'mje~ 
bohémienne bO-e-'mjEn 
bohémiens bO-e-'mje~ 
boigny bwa-'nji 
boira bwa-'Ra 
boiraient bwa-'RE 
boirait bwa-'RE 
boire 'bwaR 
boirons bwa-'Ro~ 
boiront bwa-'Ro~ 
bois 'bwa 
boisé bwa-'ze 
boise 'bwaz 
boisée bwa-'ze 
boisee bwa-'zi 
boisees bwa-'zi 
boisement bwa-z@-'ma~ 
boisements bwa-z@-'ma~ 
boiserie bwa-z@-'Ri 
boiseries bwa-z@-'Ri 
boises 'bwaz 
boisées bwa-'ze 
boisés bwa-'ze 
boisseau bwa-'so 
boisseaux bwa-'so 
boisset bwa-'sE 
boisson bwa-'so~ 
boissons bwa-'so~ 
boit 'bwa 
boitait bwa-'tE 
boitant bwa-'ta~ 
boite 'bwat 
boiter bwa-'te 
boites 'bwat 
boiteuse bwa-'t9z 
boiteuses bwa-'t9z 
boiteux bwa-'t@ 
boitier bwa-'tje 
boitiers bwa-'tje 
boive 'bwav 
boivent 'bwav 
bol 'bOl 
bolchevik bOl-Se-'vik 
bolcheviks bOl-Se-'vik 
bolchevique bOl-Se-'vik 
bolcheviques bOl-Se-'vik 
bolchevisme bOl-Se-vi-'sm@ 
bolchévique bOl-Se-'vik 
bolchévisme bOl-Se-vi-'sm@ 
bolée bO-'le 
bolee bO-'li 
bolero bO-l@-'Ro 
boleros bO-l@-'Ro 
bolet bO-'lE 
bolets bO-'lE 
bolide bO-'lid 
bolides bO-'lid 
bolivar bO-li-'vaR 
bolivars bO-li-'vaR 
bolivie bO-li-'vi 
bolivien bO-li-'vje~ 
bolivien bO-li-'vje~ 
bolivienne bO-li-'vjEn 
boliviennes bO-li-'vjEn 
boliviens bO-li-'vje~ 
boliviens bO-li-'vje~ 
bologne bO-'lOnj 
boléro bO-le-'Ro 
boléros bO-le-'Ro 
bols 'bOl 
bombé bo~-'be 
bomba bo~-'ba 
bombage bo~-'baZ 
bombages bo~-'baZ 
bombance bo~-'ba~s 
bombant bo~-'ba~ 
bombardé bo~-baR-'de 
bombarda bo~-baR-'da 
bombardaient bo~-baR-'dE 
bombardait bo~-baR-'dE 
bombardant bo~-baR-'da~ 
bombarde bo~-baR-'d@ 
bombardée bo~-baR-'de 
bombardee bo~-baR-'di 
bombardees bo~-baR-'di 
bombardement bo~-baR-d@-'ma~ 
bombardements bo~-baR-d@-'ma~ 
bombardent bo~-baR-'d@ 
bombarder bo~-baR-'de 
bombarderait bo~-baR-d@-'RE 
bombarderent bo~-baR-d@-'Ra~ 
bombardes bo~-baR-'d@ 
bombardées bo~-baR-'de 
bombardier bo~-baR-'dje 
bombardiers bo~-baR-'dje 
bombardèrent bo~-baR-'dER 
bombardés bo~-baR-'de 
bombay bo~-'be 
bombe 'bo~b 
bombees bo~-'bi 
bombent 'bo~b 
bomber bo~-'be 
bombes 'bo~b 
bombées bo~-'be 
bombés bo~-'be 
bome 'bOm 
bon 'bo~ 
bonaparte bO-na-paR-'t@ 
bonapartisme bO-na-paR-ti-'sm@ 
bonapartiste bO-na-paR-tis-'t@ 
bonapartistes bO-na-paR-tis-'t@ 
bonasse bO-'nas 
bonasses bO-'nas 
bonbon bo~-'bo~ 
bonbonne bo~-'bOn 
bonbonnes bo~-'bOn 
bonbonniere bo~-bO-'niR 
bonbonnieres bo~-bO-'niR 
bonbonnière bo~-bOn-'jER 
bonbonnières bo~-bOn-'jER 
bonbons bo~-'bo~ 
bond 'bo~ 
bondé bo~-'de 
bonde 'bo~d 
bondée bo~-'de 
bondee bo~-'di 
bondees bo~-'di 
bondes 'bo~d 
bondées bo~-'de 
bondi bo~-'di 
bondir bo~-'diR 
bondirait bo~-di-'RE 
bondirent bo~-'diR 
bondis bo~-'di 
bondissaient bo~-di-'sE 
bondissait bo~-di-'sE 
bondissant bo~-di-'sa~ 
bondissante bo~-di-'sa~t 
bondissantes bo~-di-'sa~t 
bondissants bo~-di-'sa~ 
bondissent bo~-'dis 
bondit bo~-'di 
bondon bo~-'do~ 
bonds 'bo~ 
bondés bo~-'de 
bongo bo~-'go 
bonheur bO-'n9R 
bonheurs bO-'n9R 
bonhomie bO-nO-'mi 
bonhomme bO-'nOm 
boni bO-'ni 
boniche bO-'niS 
bonifié bO-ni-'fje 
bonifiant bO-ni-'fja~ 
bonification bO-ni-fi-ka-'sjo~ 
bonifications bO-ni-fi-ka-'sjo~ 
bonifie bO-ni-'fi 
bonifiée bO-ni-'fje 
bonifiee bO-ni-'fji 
bonifier bO-ni-'fje 
bonifies bO-ni-'fi 
bonifiés bO-ni-'fje 
boniment bO-ni-'ma~ 
boniments bO-ni-'ma~ 
bonis bO-'ni 
bonjour bo~-'ZuR 
bonjours bo~-'ZuR 
bonn 'bo~n 
bonne 'bOn 
bonneau bO-'no 
bonnemaison bO-n@-mE-'zo~ 
bonnement bO-n@-'ma~ 
bonnes 'bOn 
bonnet bO-'nE 
bonnet bO-'nE 
bonneteau bO-n@-'to 
bonneterie bO-nE-t@-'Ri 
bonnets bO-'nE 
bons 'bo~ 
bonshommes bo~-'zOm 
bonsoir bo~-'swaR 
bonté bo~-'te 
bonte 'bo~t 
bontes 'bo~t 
bontés bo~-'te 
bonus bO-'nys 
bonze 'bo~z 
bonzes 'bo~z 
boogie-woogie bu-gi-wu-'gi 
booker bu-'kER 
bookmaker bu-kmE-'k9R 
bookmakers bu-kmE-'k9R 
boom 'bum 
boomerang bu-m@-'Ra~g 
boomerangs bu-m@-'Ra~g 
booms 'bum 
bootleggers bu-tle-'g9R 
boots 'buts 
boqueteau bO-k@-'to 
boqueteaux bO-k@-'to 
boréal bO-Re-'al 
boréale bO-Re-'al 
boréales bO-Re-'al 
borax bO-Ra-'ks@ 
borborygme bOR-bO-'Rigm 
borborygmes bOR-bO-'Rigm 
bord 'bOR 
bordé bOR-'de 
borda bOR-'da 
bordaient bOR-'dE 
bordait bOR-'dE 
bordant bOR-'da~ 
bordas bOR-'das 
borde bOR-'d@ 
bordée bOR-'de 
bordeaux bOR-'do 
bordeaux bOR-'do 
bordee bOR-'di 
bordees bOR-'di 
bordel bOR-'dEl 
bordelais bOR-d@-'lE 
bordelaise bOR-d@-'lEz 
bordelaises bOR-d@-'lEz 
bordels bOR-'dEl 
bordent bOR-'d@ 
border bOR-'de 
bordereau bOR-d@-'Ro 
bordereaux bOR-d@-'Ro 
borderie bOR-d@-'Ri 
borderies bOR-d@-'Ri 
bordes bOR-'d@ 
bordées bOR-'de 
bordier bOR-'dje 
bords 'bOR 
bordés bOR-'de 
bordure bOR-'dyR 
bordures bOR-'dyR 
bore 'bOR 
boreal bO-'Ral 
boreale bO-'Ral 
boreales bO-'Ral 
borgesien bOR-Z@-'zje~ 
borgesienne bOR-Z@-'zjEn 
borgesiens bOR-Z@-'zje~ 
borgne 'bORnj 
borgnes 'bORnj 
borgésien bOR-Ze-'zje~ 
borgésienne bOR-Ze-'zjEn 
borgésiens bOR-Ze-'zje~ 
boris bo-'Ris 
borné bOR-'ne 
borna bOR-'na 
bornage bOR-'naZ 
bornaient bOR-'nE 
bornait bOR-'nE 
bornant bOR-'na~ 
bornard bOR-'naR 
borne bOR-'n@ 
bornée bOR-'ne 
bornee bOR-'ni 
bornees bOR-'ni 
bornent bOR-'n@ 
borner bOR-'ne 
bornera bOR-n@-'Ra 
bornerai bOR-n@-'RE 
borneraient bOR-n@-'RE 
bornerait bOR-n@-'RE 
bornerent bOR-n@-'Ra~ 
bornerons bOR-n@-'Ro~ 
borneront bOR-n@-'Ro~ 
bornes bOR-'n@ 
bornées bOR-'ne 
bornes-fontaines bOR-nfo~-'tEn 
bornons bOR-'no~ 
bornèrent bOR-'nER 
bornés bOR-'ne 
borovo bo-Ro-'vo 
bort 'bOR 
bosco bOs-'ko 
bosniaque bOs-'njak 
bosniaques bOs-'njak 
bosnie bOs-'ni 
bosnie-herzégovine bo-snjE-Re-go-'vin 
bosquet bOs-'kE 
bosquets bOs-'kE 
boss 'bOs 
bossé bO-'se 
bossa bO-'sa 
bossages bO-'saZ 
bossait bO-'sE 
bossa-nova bO-sa-nO-'va 
bosse 'bOs 
bosselé bO-s@-'le 
bossele bO-'s@l 
bosselée bO-s@-'le 
bosselee bO-s@-'li 
bosselees bO-s@-'li 
bosseles bO-'s@l 
bosselées bO-s@-'le 
bosselés bO-s@-'le 
bossent 'bOs 
bosser bO-'se 
bosses 'bOs 
bosseur bO-'s9R 
bosseurs bO-'s9R 
bosson bO-'so~ 
bossons bO-'so~ 
bossu bO-'sy 
bossus bO-'sy 
boston bOs-'tOn 
bot 'bo 
botanique bO-ta-'nik 
botaniques bO-ta-'nik 
botaniste bO-ta-nis-'t@ 
botanistes bO-ta-nis-'t@ 
bote 'bOt 
boîte 'bwat 
botes 'bOt 
boîtes 'bwat 
botha bo-'ta 
béotien be-Os-'je~ 
béotiens be-Os-'je~ 
boîtier bwa-'tje 
boîtiers bwa-'tje 
botswana bOt-swa-'na 
botswanais bOt-swa-'nE 
botswanaise bOt-swa-'nEz 
botté bO-'te 
botta bO-'ta 
bottai bO-'tE 
bottait bO-'tE 
botte 'bOt 
bottée bO-'te 
bottee bO-'ti 
botter bO-'te 
bottes 'bOt 
bottier bOt-'je 
bottiers bOt-'je 
bottillons bO-ti-'jo~ 
bottin bO-'te~ 
bottine bO-'tin 
bottines bO-'tin 
bottés bO-'te 
boubou bu-'bu 
bouboule bu-'bul 
boubous bu-'bu 
bouc 'buk 
boucan bu-'ka~ 
boucanier bu-ka-'nje 
boucaniers bu-ka-'nje 
boucau bu-'ko 
bouché bu-'Se 
bouchaient bu-'SE 
bouchait bu-'SE 
bouchant bu-'Sa~ 
bouche 'buS 
bouchée bu-'Se 
bouche-à-bouche bu-Sa-'buS 
bouchee bu-'Si 
bouchees bu-'Si 
bouchent 'buS 
boucher bu-'Se 
bouchere bu-'S@R 
boucheres bu-'S@R 
boucherie bu-S@-'Ri 
boucheries bu-S@-'Ri 
boucheron bu-S@-'Ro~ 
bouchers bu-'Se 
bouches 'buS 
bouchées bu-'Se 
bouches-du-rhône bu-S@-dy-'ROn 
bouche-trou bu-S@-'tRu 
bouche-trous bu-S@-'tRu 
bouchez bu-'Se 
bouchon bu-'So~ 
bouchonné bu-SO-'ne 
bouchonne bu-'SOn 
bouchonner bu-SO-'ne 
bouchons bu-'So~ 
bouchot bu-'So 
bouchots bu-'So 
bouchère bu-'SER 
bouchères bu-'SER 
bouchés bu-'Se 
bouclé bu-'kle 
boucla bu-'kla 
bouclage bu-'klaZ 
bouclages bu-'klaZ 
bouclaient bu-'klE 
bouclait bu-'klE 
bouclant bu-'kla~ 
boucle bu-'kl@ 
bouclée bu-'kle 
bouclee bu-'kli 
bouclees bu-'kli 
bouclent bu-'kl@ 
boucler bu-'kle 
bouclera bu-kl@-'Ra 
bouclerent bu-kl@-'Ra~ 
boucleront bu-kl@-'Ro~ 
boucles bu-'kl@ 
bouclées bu-'kle 
bouclettes bu-'klEt 
bouclez bu-'kle 
bouclier bu-kli-'je 
boucliers bu-kli-'je 
bouclèrent bu-'klER 
bouclés bu-'kle 
boucs 'buk 
boudé bu-'de 
bouda bu-'da 
boudaient bu-'dE 
boudait bu-'dE 
boudant bu-'da~ 
bouddha bu-'da 
bouddhas bu-'da 
bouddhique bu-'dik 
bouddhiques bu-'dik 
bouddhisme bu-di-'sm@ 
bouddhiste bu-dis-'t@ 
bouddhistes bu-dis-'t@ 
boude 'bud 
boudée bu-'de 
boudee bu-'di 
boudees bu-'di 
boudent 'bud 
bouder bu-'de 
boudera bu-d@-'Ra 
bouderaient bu-d@-'RE 
bouderent bu-d@-'Ra~ 
bouderont bu-d@-'Ro~ 
boudes 'bud 
boudées bu-'de 
boudet bu-'dE 
boudeur bu-'d9R 
boudeurs bu-'d9R 
boudeuse bu-'d9z 
boudeuses bu-'d9z 
boudin bu-'de~ 
boudinée bu-di-'ne 
boudinee bu-di-'ni 
boudines bu-'din 
boudins bu-'de~ 
boudinés bu-di-'ne 
boudoir bu-'dwaR 
boudoirs bu-'dwaR 
boudons bu-'do~ 
boudèrent bu-'dER 
boudés bu-'de 
boue 'bu 
bouée bu-'e 
bouee bu-'i 
bouees bu-'i 
boueiz bu-'ez 
boues 'bu 
bouées bu-'e 
éboueur e-bu-'9R 
éboueurs e-bu-'9R 
boueuse bu-'9z 
boueuses bu-'9z 
boueux bu-'@ 
bouffé bu-'fe 
bouffant bu-'fa~ 
bouffante bu-'fa~t 
bouffantes bu-'fa~t 
bouffants bu-'fa~ 
bouffarde bu-faR-'d@ 
bouffe 'buf 
bouffée bu-'fe 
bouffee bu-'fi 
bouffees bu-'fi 
bouffent 'buf 
bouffer bu-'fe 
bouffes 'buf 
bouffées bu-'fe 
bouffez bu-'fe 
bouffi bu-'fi 
bouffie bu-'fi 
bouffis bu-'fi 
bouffon bu-'fo~ 
bouffonne bu-'fOn 
bouffonnerie bu-fO-n@-'Ri 
bouffonneries bu-fO-n@-'Ri 
bouffonnes bu-'fOn 
bouffons bu-'fo~ 
bouffés bu-'fe 
bougé bu-'Ze 
bougainvillees bu-ge~-vi-'li 
bougainvillées bu-ge~-vi-'le 
bougainvilliers bu-ge~-vi-'lje 
bouge 'buZ 
bougea bu-'Za 
bougeaient bu-'ZE 
bougeait bu-'ZE 
bougeant bu-'Za~ 
bougent 'buZ 
bougeoir bu-'ZwaR 
bougeoirs bu-'ZwaR 
bougeons bu-'Zo~ 
bougeotte bu-'ZOt 
bouger bu-'Ze 
bougera bu-Z@-'Ra 
bougeraient bu-Z@-'RE 
bougerait bu-Z@-'RE 
bougerons bu-Z@-'Ro~ 
bougeront bu-Z@-'Ro~ 
bouges 'buZ 
bougez bu-'Ze 
bougie bu-'Zi 
bougies bu-'Zi 
bougon bu-'go~ 
bougonné bu-gO-'ne 
bougonnait bu-gO-'nE 
bougonnant bu-gO-'na~ 
bougonne bu-'gOn 
bougonnent bu-'gOn 
bougonner bu-gO-'ne 
bougons bu-'go~ 
bougre bu-'gR@ 
bougres bu-'gR@ 
bougés bu-'Ze 
bouillabaisse bu-ja-'bEs 
bouillait bu-'jE 
bouillant bu-'ja~ 
ébouillanté e-bu-ja~-'te 
bouillante bu-'ja~t 
bouillantes bu-'ja~t 
bouillants bu-'ja~ 
bouille 'buj 
bouillent 'buj 
bouilles 'buj 
bouilleur bu-'j9R 
bouilleurs bu-'j9R 
bouilli bu-'ji 
bouillie bu-'ji 
bouillies bu-'ji 
bouillir bu-'jiR 
bouillis bu-'ji 
bouilloire bu-'jwaR 
bouilloires bu-'jwaR 
bouillon bu-'jo~ 
bouillonné bu-jO-'ne 
bouillonnait bu-jO-'nE 
bouillonnant bu-jO-'na~ 
bouillonnante bu-jO-'na~t 
bouillonnantes bu-jO-'na~t 
bouillonnants bu-jO-'na~ 
bouillonne bu-'jOn 
bouillonnée bu-jO-'ne 
bouillonnee bu-jO-'ni 
bouillonnement bu-jO-n@-'ma~ 
bouillonnements bu-jO-n@-'ma~ 
bouillonnent bu-'jOn 
bouillonner bu-jO-'ne 
bouillonnes bu-'jOn 
bouillonnés bu-jO-'ne 
bouillons bu-'jo~ 
bouillotte bu-'jOt 
boulé bu-'le 
boula bu-'la 
boulanger bu-la~-'Ze 
boulangere bu-la~-'Z@R 
boulangeres bu-la~-'Z@R 
boulangerie bu-la~-Z@-'Ri 
boulangeries bu-la~-Z@-'Ri 
boulangers bu-la~-'Ze 
boulangisme bu-la~-Zi-'sm@ 
boulangère bu-la~-'ZER 
boulangères bu-la~-'ZER 
boulant bu-'la~ 
boule 'bul 
éboulée e-bu-'le 
bouleau bu-'lo 
bouleaux bu-'lo 
bouledogue bu-l@-'dOg 
éboulement e-bu-l@-'ma~ 
éboulements e-bu-l@-'ma~ 
bouler bu-'le 
boules 'bul 
éboulées e-bu-'le 
boulet bu-'lE 
boulet bu-'lE 
boulets bu-'lE 
boulette bu-'lEt 
boulettes bu-'lEt 
boulevard bu-l@-'vaR 
boulevards bu-l@-'vaR 
bouleversé bu-l@-vE-'Rse 
bouleversa bu-l@-vE-'Rsa 
bouleversaient bu-l@-vE-'RsE 
bouleversait bu-l@-vE-'RsE 
bouleversant bu-l@-vE-'Rsa~ 
bouleversante bu-l@-vE-'Rsa~t 
bouleversantes bu-l@-vE-'Rsa~t 
bouleversants bu-l@-vE-'Rsa~ 
bouleverse bu-l@-vE-'Rs@ 
bouleversée bu-l@-vE-'Rse 
bouleversee bu-l@-vE-'Rsi 
bouleversees bu-l@-vE-'Rsi 
bouleversement bu-l@-vE-Rs@-'ma~ 
bouleversements bu-l@-vE-Rs@-'ma~ 
bouleversent bu-l@-vE-'Rs@ 
bouleverser bu-l@-vE-'Rse 
bouleversera bu-l@-vE-Rs@-'Ra 
bouleverseraient bu-l@-vE-Rs@-'RE 
bouleverserait bu-l@-vE-Rs@-'RE 
bouleverseront bu-l@-vE-Rs@-'Ro~ 
bouleverses bu-l@-vE-'Rs@ 
bouleversées bu-l@-vE-'Rse 
bouleversés bu-l@-vE-'Rse 
boulez bu-'le 
boulier bu-'lje 
bouliers bu-'lje 
boulimie bu-li-'mi 
boulimique bu-li-'mik 
boulimiques bu-li-'mik 
boulin bu-'le~ 
boulingrin bu-le~-'gRe~ 
boulingrins bu-le~-'gRe~ 
boulinier bu-li-'nje 
éboulis e-bu-'li 
boulistes bu-lis-'t@ 
boulogne bu-'lOnj 
boulogne-billancourt bu-lOn-j@-bi-ja~-'kuR 
boulon bu-'lo~ 
boulonnais bu-lO-'nE 
boulonnaise bu-lO-'nEz 
boulons bu-'lo~ 
boulot bu-'lo 
boulots bu-'lo 
boulotte bu-'lOt 
boulouque bu-'luk 
éboulés e-bu-'le 
boum 'bum 
bouquet bu-'kE 
bouquetins bu-k@-'te~ 
bouquets bu-'kE 
bouquin bu-'ke~ 
bouquiniste bu-ki-nis-'t@ 
bouquinistes bu-ki-nis-'t@ 
bouquins bu-'ke~ 
bourbeuses buR-'b9z 
bourbeux buR-'b@ 
bourbier buR-'bje 
bourbiers buR-'bje 
bourbon buR-'bo~ 
bourbon buR-'bo~ 
bourbonnais buR-bO-'nE 
bourbons buR-'bo~ 
bourdé buR-'de 
bourdais buR-'dE 
bourde buR-'d@ 
bourdeau buR-'do 
bourdes buR-'d@ 
bourdieu buR-'dj@ 
bourdin buR-'de~ 
bourdon buR-'do~ 
bourdonnais buR-dO-'nE 
bourdonnant buR-dO-'na~ 
bourdonnante buR-dO-'na~t 
bourdonnantes buR-dO-'na~t 
bourdonnants buR-dO-'na~ 
bourdonne buR-'dOn 
bourdonnement buR-dO-n@-'ma~ 
bourdonnements buR-dO-n@-'ma~ 
bourdonnent buR-'dOn 
bourdonner buR-dO-'ne 
bourdons buR-'do~ 
bourequat bu-R@-'ka 
bourg 'buR 
bourgade buR-'gad 
bourgades buR-'gad 
bourg-en-bresse buR-ka~-'bREs 
bourgeois bu-'RZwa 
bourgeois bu-'RZwa 
bourgeoise bu-'RZwaz 
bourgeoisement bu-RZwa-z@-'ma~ 
bourgeoises bu-'RZwaz 
bourgeoisie bu-RZwa-'zi 
bourgeoisies bu-RZwa-'zi 
bourgeon bu-'RZo~ 
bourgeonné bu-RZO-'ne 
bourgeonnant bu-RZO-'na~ 
bourgeonne bu-'RZOn 
bourgeonnement bu-RZO-n@-'ma~ 
bourgeonnent bu-'RZOn 
bourgeonner bu-RZO-'ne 
bourgeons bu-'RZo~ 
bourges bu-'RZ@ 
bourget bu-'RZE 
bourgmestre buR-gmEs-'tR@ 
bourgmestres buR-gmEs-'tR@ 
bourgogne buR-'gOnj 
bourgogne buR-'gOnj 
bourgognes buR-'gOnj 
bourgs 'buR 
bourguiba buR-gi-'ba 
ébouriffé e-bu-Ri-'fe 
ébouriffant e-bu-Ri-'fa~ 
ébouriffée e-bu-Ri-'fe 
ébouriffés e-bu-Ri-'fe 
bourlingué bu-Rle~-'ge 
bourlingue bu-'Rle~g 
bourlinguer bu-Rle~-'ge 
bourlingues bu-'Rle~g 
bourlingueur bu-Rle~-'g9R 
bourlingueurs bu-Rle~-'g9R 
bouréquat bu-Re-'kwa 
bourré bu-'Re 
bourrade bu-'Rad 
bourrades bu-'Rad 
bourrage bu-'RaZ 
bourrait bu-'RE 
bourrant bu-'Ra~ 
bourrasque bu-Ras-'k@ 
bourrasques bu-Ras-'k@ 
bourre 'buR 
bourrée bu-'Re 
bourreau bu-'Ro 
bourreaux bu-'Ro 
bourree bu-'Ri 
bourrees bu-'Ri 
bourrelet bu-R@-'lE 
bourrelets bu-R@-'lE 
bourrelier bu-R@-'lje 
bourrent 'buR 
bourrer bu-'Re 
bourres 'buR 
bourrées bu-'Re 
bourrez bu-'Re 
bourriches bu-'RiS 
bourride bu-'Rid 
bourrins bu-'Re~ 
bourrique bu-'Rik 
bourriques bu-'Rik 
bourrés bu-'Re 
bourru bu-'Ry 
bourrue bu-'Ry 
bourrus bu-'Ry 
bourse bu-'Rs@ 
bourses bu-'Rs@ 
boursicoter bu-Rsi-kO-'te 
boursicoteur bu-Rsi-kO-'t9R 
boursicoteurs bu-Rsi-kO-'t9R 
boursier bu-'Rsje 
boursiere bu-'RsiR 
boursieres bu-'RsiR 
boursiers bu-'Rsje 
boursière bu-'RsjER 
boursières bu-'RsjER 
boursouflé bu-Rsu-'fle 
boursoufle bu-'Rsufl 
boursouflée bu-Rsu-'fle 
boursouflee bu-Rsu-'fli 
boursouflees bu-Rsu-'fli 
boursouflent bu-'Rsufl 
boursoufles bu-'Rsufl 
boursouflées bu-Rsu-'fle 
boursouflés bu-Rsu-'fle 
boursouflure bu-Rsu-'flyR 
boursouflures bu-Rsu-'flyR 
bousculé bus-ky-'le 
bouscula bus-ky-'la 
bousculade bus-ky-'lad 
bousculades bus-ky-'lad 
bousculaient bus-ky-'lE 
bousculait bus-ky-'lE 
bousculant bus-ky-'la~ 
bouscule bus-'kyl 
bousculée bus-ky-'le 
bousculee bus-ky-'li 
bousculees bus-ky-'li 
bousculent bus-'kyl 
bousculer bus-ky-'le 
bousculera bus-ky-l@-'Ra 
bousculeraient bus-ky-l@-'RE 
bousculerait bus-ky-l@-'RE 
bousculerent bus-ky-l@-'Ra~ 
bouscules bus-'kyl 
bousculées bus-ky-'le 
bousculez bus-ky-'le 
bousculèrent bus-ky-'lER 
bousculés bus-ky-'le 
bouse 'buz 
bouses 'buz 
bousillé bu-zi-'je 
bousille bu-'zij 
bousillees bu-zi-'ji 
bousillent bu-'zij 
bousiller bu-zi-'je 
bousillées bu-zi-'je 
bousquet bus-'kE 
boussena bu-s@-'na 
boussole bu-'sOl 
boussoles bu-'sOl 
boustrophédon bus-tRO-fe-'do~ 
boustrophedon bus-tRO-f@-'do~ 
bout 'bu 
bouté bu-'te 
boutade bu-'tad 
boutades bu-'tad 
boutant bu-'ta~ 
boutboul bu-'tbul 
boute 'but 
boute-en-train bu-ta~-'tRe~ 
boutefeu bu-t@-'f@ 
boutefeux bu-t@-'f@ 
bouteille bu-'tEj 
bouteiller bu-tE-'je 
bouteilles bu-'tEj 
boutent 'but 
bouter bu-'te 
boutet bu-'tE 
boutique bu-'tik 
boutiques bu-'tik 
boutiquier bu-ti-'kje 
boutiquiers bu-ti-'kje 
boutoir bu-'twaR 
boutoirs bu-'twaR 
bouton bu-'to~ 
boutonné bu-tO-'ne 
boutonne bu-'tOn 
boutonnée bu-tO-'ne 
boutonnee bu-tO-'ni 
boutonnees bu-tO-'ni 
boutonner bu-tO-'ne 
boutonnées bu-tO-'ne 
boutonneuse bu-tO-'n9z 
boutonneux bu-tO-'n@ 
boutonniere bu-tO-'niR 
boutonnieres bu-tO-'niR 
boutonnière bu-tOn-'jER 
boutonnières bu-tOn-'jER 
boutons bu-'to~ 
boutre bu-'tR@ 
boutres bu-'tR@ 
boutros bu-'tRo 
boutros-ghali bu-tRo-ga-'li 
bouts 'bu 
bouture bu-'tyR 
boutures bu-'tyR 
bouvet bu-'vE 
bouvier bu-'vje 
bouvier bu-'vje 
bouviers bu-'vje 
bouygues 'bwig 
bovary bO-va-'Ri 
bovarysme bO-va-Ri-'sm@ 
bovidé bO-vi-'de 
bovide bO-'vid 
bovides bO-'vid 
bovidés bO-vi-'de 
bovin bO-'ve~ 
bovine bO-'vin 
bovines bO-'vin 
bovins bO-'ve~ 
bowling bu-'ling 
bow-windows bOw-we~-'dOw 
box bOk-'s@ 
boxé bOk-'se 
boxait bOk-'sE 
boxant bOk-'sa~ 
boxe bOk-'s@ 
boxent bOk-'s@ 
boxer bOk-'s9R 
boxers bOk-'s9R 
boxes bOk-'s@ 
boxeur bOk-'s9R 
boxeurs bOk-'s9R 
box-office bOk-sO-'fis 
boxons bOk-'so~ 
boy bO-'i 
boyard bO-'jaR 
boyards bO-'jaR 
boyau bwa-'jo 
boyaux bwa-'jo 
boycott bOj-'kOt 
boycotté bOj-kO-'te 
boycottage bOj-kO-'taZ 
boycottages bOj-kO-'taZ 
boycottaient bOj-kO-'tE 
boycottait bOj-kO-'tE 
boycottant bOj-kO-'ta~ 
boycotte bOj-'kOt 
boycottée bOj-kO-'te 
boycottee bOj-kO-'ti 
boycottees bOj-kO-'ti 
boycottent bOj-'kOt 
boycotter bOj-kO-'te 
boycottera bOj-kO-t@-'Ra 
boycotteraient bOj-kO-t@-'RE 
boycotterait bOj-kO-t@-'RE 
boycotteront bOj-kO-t@-'Ro~ 
boycottes bOj-'kOt 
boycottées bOj-kO-'te 
boycottés bOj-kO-'te 
boyer bwa-'je 
boys bO-'i 
boy-scout bojs-'kut 
boy-scouts bojs-'kut 
bp be-'pe 
béquet be-'kE 
béquille be-'kij 
béquilles be-'kij 
brabant bRa-'ba~ 
bracelet bRa-s@-'lE 
bracelets bRa-s@-'lE 
braconné bRa-kO-'ne 
braconnage bRa-kO-'naZ 
braconne bRa-'kOn 
braconnent bRa-'kOn 
braconner bRa-kO-'ne 
braconnier bRa-kOn-'je 
braconniers bRa-kOn-'je 
bradé bRa-'de 
bradage bRa-'daZ 
bradait bRa-'dE 
bradant bRa-'da~ 
brade 'bRad 
bradée bRa-'de 
bradee bRa-'di 
bradees bRa-'di 
bradent 'bRad 
brader bRa-'de 
braderait bRa-d@-'RE 
braderie bRa-d@-'Ri 
braderies bRa-d@-'Ri 
brades 'bRad 
bradées bRa-'de 
bradeur bRa-'d9R 
bradeurs bRa-'d9R 
bradford bRa-dfOR-'d@ 
bradés bRa-'de 
brady bRa-'di 
braguette bRa-'gEt 
braguettes bRa-'gEt 
brahim bRa-'im 
brahmane bRa-'man 
brahmanes bRa-'man 
brahmanique bRa-ma-'nik 
brahms 'bRam 
braies 'bRE 
braillaient bRa-'jE 
braillant bRa-'ja~ 
braille 'bRaj 
braillent 'bRaj 
brailler bRa-'je 
brainstorming bREns-tOR-'ming 
brain-trust bREn-tR9s-'t@ 
braire 'bRER 
braisé bRE-'ze 
braise 'bREz 
braisée bRE-'ze 
braisee bRE-'zi 
braisees bRE-'zi 
braiser bRE-'ze 
braises 'bREz 
